_id,name,userId,crewRole,busNumber,routeId,routeShortName,startPoint,endPoint,distance,shift,startTime,expectedTime,__v
66d3db8953e52b692a1f77a4,Diane Freeman,DTC861JQM,conductor,DL65 C 3609,1,445,Anand Vihar ISBT,Badarpur Border,15.4,evening,10:00 PM,54.35,0
66d3db8953e52b692a1f77a6,Frances Carey,DTC108CWZ,driver,DL65 C 3609,1,445,Anand Vihar ISBT,Badarpur Border,15.4,evening,10:00 PM,54.35,0
66d3db8953e52b692a1f77aa,Joseph Francis,DTC857AKC,conductor,DL12 X 9382,1,445,Anand Vihar ISBT,Badarpur Border,15.4,evening,4:00 AM,54.35,0
66d3db8953e52b692a1f77ac,James Moon,DTC922IIU,driver,DL12 X 9382,1,445,Anand Vihar ISBT,Badarpur Border,15.4,evening,4:00 AM,54.35,0
66d3db8953e52b692a1f77b0,Juan Andrade,DTC186QNU,conductor,DL63 W 3957,1,445,Anand Vihar ISBT,Badarpur Border,15.4,evening,11:00 PM,54.35,0
66d3db8953e52b692a1f77b2,Michelle Rice,DTC041IST,driver,DL63 W 3957,1,445,Anand Vihar ISBT,Badarpur Border,15.4,evening,11:00 PM,54.35,0
66d3db8953e52b692a1f77b6,Jordan Chandler,DTC306XHB,conductor,DL43 A 1864,2,623,Nehru Place,Uttam Nagar Terminal,17.3,morning,6:00 AM,61.06,0
66d3db8953e52b692a1f77b8,Cindy Martinez,DTC981ZUB,driver,DL43 A 1864,2,623,Nehru Place,Uttam Nagar Terminal,17.3,morning,6:00 AM,61.06,0
66d3db8953e52b692a1f77bc,Chad Kelly,DTC349YCM,conductor,DL26 T 7911,2,623,Nehru Place,Uttam Nagar Terminal,17.3,morning,9:00 AM,61.06,0
66d3db8953e52b692a1f77be,John Singleton,DTC689ZWH,driver,DL26 T 7911,2,623,Nehru Place,Uttam Nagar Terminal,17.3,morning,9:00 AM,61.06,0
66d3db8a53e52b692a1f77c2,Lauren Smith,DTC929OST,conductor,DL66 V 9187,2,623,Nehru Place,Uttam Nagar Terminal,17.3,morning,11:00 AM,61.06,0
66d3db8a53e52b692a1f77c4,Melody Klein,DTC722FCK,driver,DL66 V 9187,2,623,Nehru Place,Uttam Nagar Terminal,17.3,morning,11:00 AM,61.06,0
66d3db8a53e52b692a1f77c8,John Fuller,DTC519OCP,conductor,DL93 O 8875,2,623,Nehru Place,Uttam Nagar Terminal,17.3,morning,8:00 AM,61.06,0
66d3db8a53e52b692a1f77ca,William Burns,DTC382FNW,driver,DL93 O 8875,2,623,Nehru Place,Uttam Nagar Terminal,17.3,morning,8:00 AM,61.06,0
66d3db8a53e52b692a1f77ce,Jessica Fischer,DTC153FOO,conductor,DL74 S 5493,2,623,Nehru Place,Uttam Nagar Terminal,17.3,morning,7:00 AM,61.06,0
66d3db8a53e52b692a1f77d0,Kenneth Allen,DTC277QCE,driver,DL74 S 5493,2,623,Nehru Place,Uttam Nagar Terminal,17.3,morning,7:00 AM,61.06,0
66d3db8a53e52b692a1f77d4,Luis Kelly,DTC884ERD,conductor,DL45 E 8443,2,623,Nehru Place,Uttam Nagar Terminal,17.3,morning,10:00 AM,61.06,0
66d3db8a53e52b692a1f77d6,Sandra Johnson,DTC033KZK,driver,DL45 E 8443,2,623,Nehru Place,Uttam Nagar Terminal,17.3,morning,10:00 AM,61.06,0
66d3db8a53e52b692a1f77da,Jessica Miller,DTC665VTR,conductor,DL71 M 6775,2,623,Nehru Place,Uttam Nagar Terminal,17.3,morning,11:00 AM,61.06,0
66d3db8a53e52b692a1f77dc,Stephen Williams,DTC564MRI,driver,DL71 M 6775,2,623,Nehru Place,Uttam Nagar Terminal,17.3,morning,11:00 AM,61.06,0
66d3db8a53e52b692a1f77e0,Kimberly Mendez,DTC437LBL,conductor,DL81 H 1591,2,623,Nehru Place,Uttam Nagar Terminal,17.3,morning,9:00 AM,61.06,0
66d3db8b53e52b692a1f77e2,Elizabeth Johnston,DTC741PXG,driver,DL81 H 1591,2,623,Nehru Place,Uttam Nagar Terminal,17.3,morning,9:00 AM,61.06,0
66d3db8b53e52b692a1f77e6,Caitlin Rodriguez,DTC261IOF,conductor,DL33 H 8629,2,623,Nehru Place,Uttam Nagar Terminal,17.3,afternoon,7:00 PM,61.06,0
66d3db8b53e52b692a1f77e8,Kimberly Wells,DTC467YZE,driver,DL33 H 8629,2,623,Nehru Place,Uttam Nagar Terminal,17.3,afternoon,7:00 PM,61.06,0
66d3db8b53e52b692a1f77ec,Dawn Mendez,DTC349SLK,conductor,DL14 I 5512,2,623,Nehru Place,Uttam Nagar Terminal,17.3,afternoon,8:00 PM,61.06,0
66d3db8b53e52b692a1f77ee,Danielle Roberts,DTC041EWE,driver,DL14 I 5512,2,623,Nehru Place,Uttam Nagar Terminal,17.3,afternoon,8:00 PM,61.06,0
66d3db8b53e52b692a1f77f2,Vanessa Sullivan,DTC120QRX,conductor,DL67 X 9288,2,623,Nehru Place,Uttam Nagar Terminal,17.3,afternoon,5:00 PM,61.06,0
66d3db8b53e52b692a1f77f4,Jesse Santana,DTC993FYB,driver,DL67 X 9288,2,623,Nehru Place,Uttam Nagar Terminal,17.3,afternoon,5:00 PM,61.06,0
66d3db8b53e52b692a1f77f8,Jeffrey Murray,DTC945JGE,conductor,DL63 M 4688,2,623,Nehru Place,Uttam Nagar Terminal,17.3,afternoon,1:00 PM,61.06,0
66d3db8b53e52b692a1f77fa,Adam Moore,DTC315MMZ,driver,DL63 M 4688,2,623,Nehru Place,Uttam Nagar Terminal,17.3,afternoon,1:00 PM,61.06,0
66d3db8b53e52b692a1f77fe,Virginia Sanders,DTC756YER,conductor,DL33 X 5668,2,623,Nehru Place,Uttam Nagar Terminal,17.3,afternoon,6:00 PM,61.06,0
66d3db8b53e52b692a1f7800,Katrina Valencia,DTC340KHC,driver,DL33 X 5668,2,623,Nehru Place,Uttam Nagar Terminal,17.3,afternoon,6:00 PM,61.06,0
66d3db8c53e52b692a1f7804,Bobby Manning,DTC118VDF,conductor,DL81 C 2753,2,623,Nehru Place,Uttam Nagar Terminal,17.3,afternoon,7:00 PM,61.06,0
66d3db8c53e52b692a1f7806,Jeffrey Mason,DTC032BTH,driver,DL81 C 2753,2,623,Nehru Place,Uttam Nagar Terminal,17.3,afternoon,7:00 PM,61.06,0
66d3db8c53e52b692a1f780a,Travis Thompson,DTC975WHJ,conductor,DL49 A 2844,2,623,Nehru Place,Uttam Nagar Terminal,17.3,afternoon,2:00 PM,61.06,0
66d3db8c53e52b692a1f780c,Robert Mitchell,DTC591SQB,driver,DL49 A 2844,2,623,Nehru Place,Uttam Nagar Terminal,17.3,afternoon,2:00 PM,61.06,0
66d3db8c53e52b692a1f7810,Pamela White,DTC675PDO,conductor,DL55 W 5519,2,623,Nehru Place,Uttam Nagar Terminal,17.3,afternoon,2:00 PM,61.06,0
66d3db8c53e52b692a1f7812,Emma Peterson,DTC881HKD,driver,DL55 W 5519,2,623,Nehru Place,Uttam Nagar Terminal,17.3,afternoon,2:00 PM,61.06,0
66d3db8c53e52b692a1f7816,Matthew Mora,DTC352DSR,conductor,DL22 K 5379,2,623,Nehru Place,Uttam Nagar Terminal,17.3,evening,1:00 AM,61.06,0
66d3db8c53e52b692a1f7818,Philip Calderon,DTC547NVQ,driver,DL22 K 5379,2,623,Nehru Place,Uttam Nagar Terminal,17.3,evening,1:00 AM,61.06,0
66d3db8c53e52b692a1f781c,Shane Riley,DTC174OAN,conductor,DL36 O 9785,2,623,Nehru Place,Uttam Nagar Terminal,17.3,evening,8:00 PM,61.06,0
66d3db8c53e52b692a1f781e,Leslie Chan,DTC058GVL,driver,DL36 O 9785,2,623,Nehru Place,Uttam Nagar Terminal,17.3,evening,8:00 PM,61.06,0
66d3db8d53e52b692a1f7822,Diane Green,DTC716BGK,conductor,DL28 X 9817,2,623,Nehru Place,Uttam Nagar Terminal,17.3,evening,11:00 PM,61.06,0
66d3db8d53e52b692a1f7824,Angela Franklin,DTC748MIL,driver,DL28 X 9817,2,623,Nehru Place,Uttam Nagar Terminal,17.3,evening,11:00 PM,61.06,0
66d3db8d53e52b692a1f7828,Maria Taylor,DTC515GBB,conductor,DL19 P 6984,2,623,Nehru Place,Uttam Nagar Terminal,17.3,evening,2:00 AM,61.06,0
66d3db8d53e52b692a1f782a,Gregory Horton,DTC362VGE,driver,DL19 P 6984,2,623,Nehru Place,Uttam Nagar Terminal,17.3,evening,2:00 AM,61.06,0
66d3db8d53e52b692a1f782e,Jessica Davis,DTC065XOO,conductor,DL29 I 4338,3,610,Azadpur,Nizamuddin Railway Station,12.5,morning,11:00 AM,44.12,0
66d3db8d53e52b692a1f7830,Jordan Lynch,DTC229GPN,driver,DL29 I 4338,3,610,Azadpur,Nizamuddin Railway Station,12.5,morning,11:00 AM,44.12,0
66d3db8d53e52b692a1f7834,Meghan Stewart MD,DTC213FZC,conductor,DL99 U 6575,3,610,Azadpur,Nizamuddin Railway Station,12.5,morning,6:00 AM,44.12,0
66d3db8d53e52b692a1f7836,Emily Barnes,DTC301LBX,driver,DL99 U 6575,3,610,Azadpur,Nizamuddin Railway Station,12.5,morning,6:00 AM,44.12,0
66d3db8e53e52b692a1f783a,Jonathan Koch,DTC439WYL,conductor,DL23 Z 2136,3,610,Azadpur,Nizamuddin Railway Station,12.5,morning,7:00 AM,44.12,0
66d3db8e53e52b692a1f783c,Shelley Brown,DTC605LDD,driver,DL23 Z 2136,3,610,Azadpur,Nizamuddin Railway Station,12.5,morning,7:00 AM,44.12,0
66d3db8e53e52b692a1f7840,Kendra Ryan,DTC768NOQ,conductor,DL22 E 3955,3,610,Azadpur,Nizamuddin Railway Station,12.5,morning,8:00 AM,44.12,0
66d3db8e53e52b692a1f7842,Amber Anderson,DTC316IGI,driver,DL22 E 3955,3,610,Azadpur,Nizamuddin Railway Station,12.5,morning,8:00 AM,44.12,0
66d3db8e53e52b692a1f7846,Justin Hernandez,DTC053BXS,conductor,DL85 U 3290,3,610,Azadpur,Nizamuddin Railway Station,12.5,morning,11:00 AM,44.12,0
66d3db8f53e52b692a1f7848,Judith Carpenter,DTC680VHJ,driver,DL85 U 3290,3,610,Azadpur,Nizamuddin Railway Station,12.5,morning,11:00 AM,44.12,0
66d3db8f53e52b692a1f784c,Anthony Morris,DTC649ZXW,conductor,DL42 Y 1642,3,610,Azadpur,Nizamuddin Railway Station,12.5,morning,10:00 AM,44.12,0
66d3db8f53e52b692a1f784e,Catherine Johnson,DTC357JJS,driver,DL42 Y 1642,3,610,Azadpur,Nizamuddin Railway Station,12.5,morning,10:00 AM,44.12,0
66d3db8f53e52b692a1f7852,Julie English,DTC707DWO,conductor,DL27 H 4235,3,610,Azadpur,Nizamuddin Railway Station,12.5,morning,5:00 AM,44.12,0
66d3db8f53e52b692a1f7854,Jesse Hill,DTC929PIS,driver,DL27 H 4235,3,610,Azadpur,Nizamuddin Railway Station,12.5,morning,5:00 AM,44.12,0
66d3db8f53e52b692a1f7858,Kenneth Walker,DTC039ZKO,conductor,DL53 N 1670,3,610,Azadpur,Nizamuddin Railway Station,12.5,morning,12:00 PM,44.12,0
66d3db8f53e52b692a1f785a,Emily Mosley,DTC141GYJ,driver,DL53 N 1670,3,610,Azadpur,Nizamuddin Railway Station,12.5,morning,12:00 PM,44.12,0
66d3db8f53e52b692a1f785e,James Benitez,DTC511XVN,conductor,DL96 O 3014,3,610,Azadpur,Nizamuddin Railway Station,12.5,afternoon,1:00 PM,44.12,0
66d3db8f53e52b692a1f7860,Melvin Simmons,DTC889IVZ,driver,DL96 O 3014,3,610,Azadpur,Nizamuddin Railway Station,12.5,afternoon,1:00 PM,44.12,0
66d3db8f53e52b692a1f7864,Johnny Howard,DTC474ZVI,conductor,DL23 C 4970,3,610,Azadpur,Nizamuddin Railway Station,12.5,afternoon,8:00 PM,44.12,0
66d3db8f53e52b692a1f7866,Darren Fernandez,DTC108EEF,driver,DL23 C 4970,3,610,Azadpur,Nizamuddin Railway Station,12.5,afternoon,8:00 PM,44.12,0
66d3db9053e52b692a1f786a,Diana Russell,DTC156KSF,conductor,DL66 S 5562,3,610,Azadpur,Nizamuddin Railway Station,12.5,afternoon,8:00 PM,44.12,0
66d3db9053e52b692a1f786c,Matthew Gonzalez,DTC955KEN,driver,DL66 S 5562,3,610,Azadpur,Nizamuddin Railway Station,12.5,afternoon,8:00 PM,44.12,0
66d3db9053e52b692a1f7870,Mathew Richmond,DTC081WUR,conductor,DL59 M 9581,3,610,Azadpur,Nizamuddin Railway Station,12.5,afternoon,3:00 PM,44.12,0
66d3db9053e52b692a1f7872,Mark Oliver,DTC459WMU,driver,DL59 M 9581,3,610,Azadpur,Nizamuddin Railway Station,12.5,afternoon,3:00 PM,44.12,0
66d3db9053e52b692a1f7876,Christy Grant,DTC007ZNB,conductor,DL37 C 6074,3,610,Azadpur,Nizamuddin Railway Station,12.5,afternoon,12:00 PM,44.12,0
66d3db9053e52b692a1f7878,Stephen Davis,DTC957RNJ,driver,DL37 C 6074,3,610,Azadpur,Nizamuddin Railway Station,12.5,afternoon,12:00 PM,44.12,0
66d3db9053e52b692a1f787c,Katherine Williams,DTC738SVR,conductor,DL65 D 9729,3,610,Azadpur,Nizamuddin Railway Station,12.5,afternoon,2:00 PM,44.12,0
66d3db9053e52b692a1f787e,Shane Lucas,DTC823TZO,driver,DL65 D 9729,3,610,Azadpur,Nizamuddin Railway Station,12.5,afternoon,2:00 PM,44.12,0
66d3db9053e52b692a1f7882,Cynthia Martin,DTC917CRI,conductor,DL22 E 9349,3,610,Azadpur,Nizamuddin Railway Station,12.5,afternoon,12:00 PM,44.12,0
66d3db9053e52b692a1f7884,Jason Hubbard,DTC236VFR,driver,DL22 E 9349,3,610,Azadpur,Nizamuddin Railway Station,12.5,afternoon,12:00 PM,44.12,0
66d3db9153e52b692a1f7888,Jacob Norris,DTC423KHQ,conductor,DL73 W 8771,3,610,Azadpur,Nizamuddin Railway Station,12.5,afternoon,5:00 PM,44.12,0
66d3db9153e52b692a1f788a,Diana Andrews,DTC137QXR,driver,DL73 W 8771,3,610,Azadpur,Nizamuddin Railway Station,12.5,afternoon,5:00 PM,44.12,0
66d3db9153e52b692a1f788e,Daniel Beasley,DTC202GPA,conductor,DL43 U 2343,3,610,Azadpur,Nizamuddin Railway Station,12.5,evening,12:00 AM,44.12,0
66d3db9153e52b692a1f7890,Tammy Thompson,DTC230UFK,driver,DL43 U 2343,3,610,Azadpur,Nizamuddin Railway Station,12.5,evening,12:00 AM,44.12,0
66d3db9153e52b692a1f7894,Matthew Williams,DTC555YJD,conductor,DL62 R 2946,3,610,Azadpur,Nizamuddin Railway Station,12.5,evening,3:00 AM,44.12,0
66d3db9153e52b692a1f7896,Kyle Boyer MD,DTC192QLF,driver,DL62 R 2946,3,610,Azadpur,Nizamuddin Railway Station,12.5,evening,3:00 AM,44.12,0
66d3db9153e52b692a1f789a,Jake Lee,DTC138QDD,conductor,DL39 C 5263,3,610,Azadpur,Nizamuddin Railway Station,12.5,evening,1:00 AM,44.12,0
66d3db9153e52b692a1f789c,Alicia Delgado,DTC022KMA,driver,DL39 C 5263,3,610,Azadpur,Nizamuddin Railway Station,12.5,evening,1:00 AM,44.12,0
66d3db9153e52b692a1f78a0,James Roberts,DTC230TGA,conductor,DL27 K 1153,3,610,Azadpur,Nizamuddin Railway Station,12.5,evening,12:00 AM,44.12,0
66d3db9153e52b692a1f78a2,Christopher Walls,DTC793SYN,driver,DL27 K 1153,3,610,Azadpur,Nizamuddin Railway Station,12.5,evening,12:00 AM,44.12,0
66d3db9153e52b692a1f78a6,Cheryl Silva,DTC358HHH,conductor,DL31 X 2075,3,610,Azadpur,Nizamuddin Railway Station,12.5,evening,1:00 AM,44.12,0
66d3db9153e52b692a1f78a8,Cynthia Perez,DTC755JIT,driver,DL31 X 2075,3,610,Azadpur,Nizamuddin Railway Station,12.5,evening,1:00 AM,44.12,0
66d3db9253e52b692a1f78ac,Amy Brown,DTC156FJR,conductor,DL17 Y 8152,3,610,Azadpur,Nizamuddin Railway Station,12.5,evening,11:00 PM,44.12,0
66d3db9253e52b692a1f78ae,Veronica Landry,DTC211QHA,driver,DL17 Y 8152,3,610,Azadpur,Nizamuddin Railway Station,12.5,evening,11:00 PM,44.12,0
66d3db9253e52b692a1f78b2,Jonathan Stein,DTC854ELK,conductor,DL86 S 8869,4,522,Mehrauli,Mori Gate,8.7,morning,7:00 AM,30.71,0
66d3db9253e52b692a1f78b4,Lori Santiago,DTC768EWW,driver,DL86 S 8869,4,522,Mehrauli,Mori Gate,8.7,morning,7:00 AM,30.71,0
66d3db9253e52b692a1f78b8,Cynthia Suarez,DTC696HNF,conductor,DL52 D 5020,4,522,Mehrauli,Mori Gate,8.7,morning,6:00 AM,30.71,0
66d3db9253e52b692a1f78ba,Amy Moore,DTC764KZC,driver,DL52 D 5020,4,522,Mehrauli,Mori Gate,8.7,morning,6:00 AM,30.71,0
66d3db9253e52b692a1f78be,Meagan Estrada,DTC923PUM,conductor,DL13 Y 3854,4,522,Mehrauli,Mori Gate,8.7,morning,11:00 AM,30.71,0
66d3db9253e52b692a1f78c0,Dawn Guerrero,DTC501YTS,driver,DL13 Y 3854,4,522,Mehrauli,Mori Gate,8.7,morning,11:00 AM,30.71,0
66d3db9453e52b692a1f78c4,Alexander Buchanan,DTC567JPU,conductor,DL52 I 7776,4,522,Mehrauli,Mori Gate,8.7,morning,7:00 AM,30.71,0
66d3db9453e52b692a1f78c6,Christopher Curtis DDS,DTC744QLC,driver,DL52 I 7776,4,522,Mehrauli,Mori Gate,8.7,morning,7:00 AM,30.71,0
66d3db9453e52b692a1f78ca,Sharon Kelley MD,DTC996OVP,conductor,DL15 V 7355,4,522,Mehrauli,Mori Gate,8.7,morning,5:00 AM,30.71,0
66d3db9553e52b692a1f78cc,Rose Fernandez,DTC452EWA,driver,DL15 V 7355,4,522,Mehrauli,Mori Gate,8.7,morning,5:00 AM,30.71,0
66d3db9753e52b692a1f78d0,Gregory Reed,DTC975PSZ,conductor,DL94 J 6250,4,522,Mehrauli,Mori Gate,8.7,morning,6:00 AM,30.71,0
66d3db9853e52b692a1f78d2,Ricardo Richardson,DTC588RXR,driver,DL94 J 6250,4,522,Mehrauli,Mori Gate,8.7,morning,6:00 AM,30.71,0
66d3db9953e52b692a1f78d6,Amber Ellison,DTC289JSE,conductor,DL61 H 7612,4,522,Mehrauli,Mori Gate,8.7,morning,10:00 AM,30.71,0
66d3db9953e52b692a1f78d8,Joseph Peck,DTC092XEH,driver,DL61 H 7612,4,522,Mehrauli,Mori Gate,8.7,morning,10:00 AM,30.71,0
66d3db9953e52b692a1f78dc,Krista Orozco,DTC749MGA,conductor,DL73 S 6827,4,522,Mehrauli,Mori Gate,8.7,afternoon,12:00 PM,30.71,0
66d3db9953e52b692a1f78de,Zachary Reyes,DTC738NYW,driver,DL73 S 6827,4,522,Mehrauli,Mori Gate,8.7,afternoon,12:00 PM,30.71,0
66d3db9953e52b692a1f78e2,Joseph Morrison,DTC193LIN,conductor,DL56 T 1281,4,522,Mehrauli,Mori Gate,8.7,afternoon,2:00 PM,30.71,0
66d3db9953e52b692a1f78e4,Audrey Kent,DTC151CAI,driver,DL56 T 1281,4,522,Mehrauli,Mori Gate,8.7,afternoon,2:00 PM,30.71,0
66d3db9953e52b692a1f78e8,Angela Serrano,DTC252IMF,conductor,DL70 E 4295,4,522,Mehrauli,Mori Gate,8.7,afternoon,3:00 PM,30.71,0
66d3db9953e52b692a1f78ea,Elizabeth Pena,DTC298ZEF,driver,DL70 E 4295,4,522,Mehrauli,Mori Gate,8.7,afternoon,3:00 PM,30.71,0
66d3db9953e52b692a1f78ee,Carrie Knapp,DTC034OLN,conductor,DL97 O 4873,4,522,Mehrauli,Mori Gate,8.7,afternoon,4:00 PM,30.71,0
66d3db9953e52b692a1f78f0,Edward Hawkins,DTC772WAD,driver,DL97 O 4873,4,522,Mehrauli,Mori Gate,8.7,afternoon,4:00 PM,30.71,0
66d3db9a53e52b692a1f78f4,Stanley Phillips,DTC821UIC,conductor,DL52 P 7334,4,522,Mehrauli,Mori Gate,8.7,afternoon,4:00 PM,30.71,0
66d3db9a53e52b692a1f78f6,Ronald Beltran,DTC236QEH,driver,DL52 P 7334,4,522,Mehrauli,Mori Gate,8.7,afternoon,4:00 PM,30.71,0
66d3db9a53e52b692a1f78fa,Robert Fisher,DTC617WCQ,conductor,DL52 D 4923,4,522,Mehrauli,Mori Gate,8.7,afternoon,2:00 PM,30.71,0
66d3db9a53e52b692a1f78fc,James Green,DTC461RNO,driver,DL52 D 4923,4,522,Mehrauli,Mori Gate,8.7,afternoon,2:00 PM,30.71,0
66d3db9a53e52b692a1f7900,Bobby Miller,DTC822VVI,conductor,DL82 P 9828,4,522,Mehrauli,Mori Gate,8.7,afternoon,5:00 PM,30.71,0
66d3db9a53e52b692a1f7902,Andrew Chang,DTC611HXA,driver,DL82 P 9828,4,522,Mehrauli,Mori Gate,8.7,afternoon,5:00 PM,30.71,0
66d3db9a53e52b692a1f7906,Jessica Foster,DTC190IHD,conductor,DL89 R 8371,4,522,Mehrauli,Mori Gate,8.7,evening,10:00 PM,30.71,0
66d3db9a53e52b692a1f7908,Kathryn Kelley,DTC074FJG,driver,DL89 R 8371,4,522,Mehrauli,Mori Gate,8.7,evening,10:00 PM,30.71,0
66d3db9a53e52b692a1f790c,Brian Gardner Jr.,DTC656SKR,conductor,DL40 C 6330,4,522,Mehrauli,Mori Gate,8.7,evening,8:00 PM,30.71,0
66d3db9a53e52b692a1f790e,Justin Dean,DTC717VEK,driver,DL40 C 6330,4,522,Mehrauli,Mori Gate,8.7,evening,8:00 PM,30.71,0
66d3db9a53e52b692a1f7912,Dawn Fields,DTC660QXZ,conductor,DL33 L 5366,4,522,Mehrauli,Mori Gate,8.7,evening,4:00 AM,30.71,0
66d3db9a53e52b692a1f7914,Yolanda Anderson,DTC953OTG,driver,DL33 L 5366,4,522,Mehrauli,Mori Gate,8.7,evening,4:00 AM,30.71,0
66d3db9b53e52b692a1f7918,Joseph Andrews,DTC880RBD,conductor,DL76 M 3894,4,522,Mehrauli,Mori Gate,8.7,evening,12:00 AM,30.71,0
66d3db9b53e52b692a1f791a,Wayne Martinez,DTC195QUN,driver,DL76 M 3894,4,522,Mehrauli,Mori Gate,8.7,evening,12:00 AM,30.71,0
66d3db9b53e52b692a1f791e,Chad Bray,DTC824OXP,conductor,DL60 R 4574,5,703,Uttam Nagar Terminal,Anand Vihar ISBT,22.1,morning,8:00 AM,78,0
66d3db9b53e52b692a1f7920,Danielle Scott,DTC490KHL,driver,DL60 R 4574,5,703,Uttam Nagar Terminal,Anand Vihar ISBT,22.1,morning,8:00 AM,78,0
66d3db9b53e52b692a1f7924,Dennis Butler,DTC695ZUX,conductor,DL47 M 9711,5,703,Uttam Nagar Terminal,Anand Vihar ISBT,22.1,morning,8:00 AM,78,0
66d3db9b53e52b692a1f7926,Megan Parker,DTC097EXQ,driver,DL47 M 9711,5,703,Uttam Nagar Terminal,Anand Vihar ISBT,22.1,morning,8:00 AM,78,0
66d3db9b53e52b692a1f792a,Dawn Young,DTC554SXK,conductor,DL32 M 1643,5,703,Uttam Nagar Terminal,Anand Vihar ISBT,22.1,morning,7:00 AM,78,0
66d3db9b53e52b692a1f792c,Lori Lee,DTC646MER,driver,DL32 M 1643,5,703,Uttam Nagar Terminal,Anand Vihar ISBT,22.1,morning,7:00 AM,78,0
66d3db9b53e52b692a1f7930,Victoria Smith,DTC208SAG,conductor,DL21 P 4566,5,703,Uttam Nagar Terminal,Anand Vihar ISBT,22.1,morning,12:00 PM,78,0
66d3db9b53e52b692a1f7932,Jodi Lawson,DTC934OXS,driver,DL21 P 4566,5,703,Uttam Nagar Terminal,Anand Vihar ISBT,22.1,morning,12:00 PM,78,0
66d3db9b53e52b692a1f7936,Philip Berg,DTC324JVS,conductor,DL69 H 5540,5,703,Uttam Nagar Terminal,Anand Vihar ISBT,22.1,morning,6:00 AM,78,0
66d3db9c53e52b692a1f7938,Alexander Hendricks,DTC434OFS,driver,DL69 H 5540,5,703,Uttam Nagar Terminal,Anand Vihar ISBT,22.1,morning,6:00 AM,78,0
66d3db9c53e52b692a1f793c,Jill Weber,DTC931FSM,conductor,DL70 E 2099,5,703,Uttam Nagar Terminal,Anand Vihar ISBT,22.1,morning,11:00 AM,78,0
